host             code  server                hostname
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 18.67.172.108                                                                                                                                                                                                                                                                                                    
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 18.67.172.38                                                                                                                                                                                                                                                                                                     
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 18.67.172.119                                                                                                                                                                                                                                                                                                    
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 18.67.172.97                                                                                                                                                                                                                                                                                                     
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 2600:9000:25fb:8200:17:9071:5d00:93a1                                                                                                                                                                                                                                                                            
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 2600:9000:25fb:4200:17:9071:5d00:93a1                                                                                                                                                                                                                                                                            
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 2600:9000:25fb:9600:17:9071:5d00:93a1                                                                                                                                                                                                                                                                            
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 2600:9000:25fb:aa00:17:9071:5d00:93a1                                                                                                                                                                                                                                                                            
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 2600:9000:25fb:f400:17:9071:5d00:93a1                                                                                                                                                                                                                                                                            
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 2600:9000:25fb:6800:17:9071:5d00:93a1                                                                                                                                                                                                                                                                            
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 2600:9000:25fb:2600:17:9071:5d00:93a1                                                                                                                                                                                                                                                                            
Name:   d2xnwua8lb4rxw.cloudfront.net                                                                                                                                                                                                                                                                                     
Address: 2600:9000:25fb:7000:17:9071:5d00:93a1                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                          
145 jawwy.tv                                                                                                                                                                                                                                                                                                              
Server:         maxim.ns.cloudflare.com                                                                                                                                                                                                                                                                                   
Address:        162.159.44.198#53                                                                                                                                                                                                                                                                                         
                                                                                                                                                                                                                                                                                                                          
Non-authoritative answer:                                                                                                                                                                                                                                                                                                 
Name:   jawwy.tv                                                                                                                                                                                                                                                                                                          
Address: 104.96.220.131                                                                                                                                                                                                                                                                                                   
Name:   jawwy.tv                                                                                                                                                                                                                                                                                                          
Address: 104.96.220.115                                                                                                                                                                                                                                                                                                   
                                                                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                          
147 joox.music.com                                                                                                                                                                                                                                                                                                        
Server:         maxim.ns.cloudflare.com                                                                                                                                                                                                                                                                                   
Address:        162.159.44.198#53                                                                                                                                                                                                                                                                                         
                                                                                                                                                                                                                                                                                                                          
Non-authoritative answer:                                                                                                                                                                                                                                                                                                 
Name:   joox.music.com                                                                                                                                                                                                                                                                                                    
Address: 108.138.141.43                                                                                                                                                                                                                                                                                                   
Name:   joox.music.com                                                                                                                                                                                                                                                                                                    
Address: 108.138.141.84                                                                                                                                                                                                                                                                                                   
Name:   joox.music.com                                                                                                                                                                                                                                                                                                    
Address: 108.138.141.64                                                                                                                                                                                                                                                                                                   
Name:   joox.music.com                                                                                                                                                                                                                                                                                                    
Address: 108.138.141.35                                                                                                                                                                                                                                                                                                   
                                                                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                          
148 joox.onelink.me                                                                                                                                                                                                                                                                                                       
Server:         maxim.ns.cloudflare.com                                                                                                                                                                                                                                                                                   
Address:        162.159.44.198#53                                                                                                                                                                                                                                                                                         
                                                                                                                                                                                                                                                                                                                          
Non-authoritative answer:                                                                                                                                                                                                                                                                                                 
Name:   joox.onelink.me                                                                                                                                                                                                                                                                                                   
Address: 18.67.172.125                                                                                                                                                                                                                                                                                                    
Name:   joox.onelink.me                                                                                                                                                                                                                                                                                                   
Address: 18.67.172.112                                                                                                                                                                                                                                                                                                    
Name:   joox.onelink.me                                                                                                                                                                                                                                                                                                   
Address: 18.67.172.73                                                                                                                                                                                                                                                                                                     
Name:   joox.onelink.me                                                                                                                                                                                                                                                                                                   
Address: 18.67.172.29                                                                                                                                                                                                                                                                                                     
                                                                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                          
146 jazz.com.pk                                                                                                                                                                                                                                                                                                           
Server:         maxim.ns.cloudflare.com                                                                                                                                                                                                                                                                                   
Address:        162.159.44.198#53                                                                                                                                                                                                                                                                                         
                                                                                                                                                                                                                                                                                                                          
Non-authoritative answer:                                                                                                                                                                                                                                                                                                 
Name:   jazz.com.pk                                                                                                                                                                                                                                                                                                       
Address: 172.67.74.39                                                                                                                                                                                                                                                                                                     
Name:   jazz.com.pk                                                                                                                                                                                                                                                                                                       
Address: 104.26.15.149                                                                                                                                                                                                                                                                                                    
Name:   jazz.com.pk                                                                                                                                                                                                                                                                                                       
Address: 104.26.14.149                                                                                                                                                                                                                                                                                                    
Name:   jazz.com.pk                                                                                                                                                                                                                                                                                                       
Address: 2606:4700:20::ac43:4a27                                                                                                                                                                                                                                                                                          
Name:   jazz.com.pk                                                                                                                                                                                                                                                                                                       
Address: 2606:4700:20::681a:f95                                                                                                                                                                                                                                                                                           
Name:   jazz.com.pk                                                                                                                                                                                                                                                                                                       
Address: 2606:4700:20::681a:e95                                                                                                                                                                                                                                                                                           
                                                                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                          
144 intt-info-conso.tn                                                                                                                                                                                                                                                                                                    
Server:         maxim.ns.cloudflare.com                                                                                                                                                                                                                                                                                   
Address:        162.159.44.198#53                                                                                                                                                                                                                                                                                         
                                                                                                                                                                                                                                                                                                                          
Non-authoritative answer:                                                                                                                                                                                                                                                                                                 
Name:   intt-info-conso.tn                                                                                                                                                                                                                                                                                                
Address: 193.95.2.125                                                                                                                                                                                                                                                                                                     
                                                                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                          
149 js.intercomcdn.com                                                                                                                                                                                                                                                                                                    
Server:         maxim.ns.cloudflare.com                                                                                                                                                                                                                                                                                   
Address:        162.159.44.198#53                                                                                                                                                                                                                                                                                         
                                                                                                                                                                                                                                                                                                                          
Non-authoritative answer:                                                                                                                                                                                                                                                                                                 
Name:   js.intercomcdn.com                                                                                                                                                                                                                                                                                                
Address: 18.67.172.94                                                                                                                                                                                                                                                                                                     
Name:   js.intercomcdn.com                                                                                                                                                                                                                                                                                                
Address: 18.67.172.46                                                                                                                                                                                                                                                                                                     
Name:   js.intercomcdn.com                                                                                                                                                                                                                                                                                                
Address: 18.67.172.62                                                                                                                                                                                                                                                                                                     
Name:   js.intercomcdn.com                                                                                                                                                                                                                                                                                                
Address: 18.67.172.30                                                                                                                                                                                                                                                                                                     
                                                                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                          
138 imo.org                                                                                                                                                                                                                                                                                                               
Server:         maxim.ns.cloudflare.com                                                                                                                                                                                                                                                                                   
Address:        172.64.35.198#53                                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                          
Non-authoritative answer:                                                                                                                                                                                                                                                                                                 
Name:   imo.org                                                                                                                                                                                                                                                                                                           
Address: 20.68.185.168                                                                                                                                                                                                                                                                                                    
                                                                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                          
150 julaya.co                                                                                                                                                                                                                                                                                                             
Server:         maxim.ns.cloudflare.com                                                                                                                                                                                                                                                                                   
Address:        162.159.44.198#53                                                                                                                                                                                                                                                                                         
                                                                                                                                                                                                                                                                                                                          
Non-authoritative answer:                                                                                                                                                                                                                                                                                                 
Name:   julaya.co                                                                                                                                                                                                                                                                                                         
Address: 18.161.49.33                                                                                                                                                                                                                                                                                                     
Name:   julaya.co                                                                                                                                                                                                                                                                                                         
Address: 18.161.49.58                                                                                                                                                                                                                                                                                                     
Name:   julaya.co                                                                                                                                                                                                                                                                                                         
Address: 18.161.49.122                                                                                                                                                                                                                                                                                                    
Name:   julaya.co                                                                                                                                                                                                                                                                                                         
Address: 18.161.49.17                                                                                                                                                                                                                                                                                                     
                                                                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                          
110 forfaitepuise.africell.cd                                                                                                                                                                                                                                                                                             
Server:         maxim.ns.cloudflare.com                                                                                                                                                                                                                                                                                   
Address:        162.159.44.198#53                                                                                                                                                                                                                                                                                         
                                                                                                                                                                                                                                                                                                                          
Non-authoritative answer:                                                                                                                                                                                                                                                                                                 
Name:   forfaitepuise.africell.cd                                                                                                                                                                                                                                                                                         
Address: 154.73.22.107                                                                                                                                                                                                                                                                                                    
                                                                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                          
